name,type,area,direction,fitment,elevator,total_price,unit_price,property
恒基水漾花城,2室2厅,90.13,南,毛坯,有,199,22080,
潼泾新村,2室2厅,52,南,简装,无,115,22116,
西善长巷散盘,2室1厅,50,南,精装,无,159.9,31980,
星光耀商业广场,1室1厅,48.96,南,精装,2.75元/m3,65,13277,
蓝调都汇,1室1厅,30.94,北,精装,有,60,19393,
山水华庭,1室1厅,44.83,南,精装,有,122,27214,
龙之天地,1室1厅,51,南,精装,有,69,13530,
东吴北路129号,2室1厅,52,东南,精装,无,113.6,21847,
启航社U世代,1室1厅,68,南,精装,有,112,16471,
景瑞东环之歌,3室2厅,83.97,南,毛坯,有,173,20603,
永林二区,2室1厅,58.5,南,简装,无,148,25300,
胡家浜,2室1厅,52.1,南,简装,无,88,16891,
徐家浜新村,2室2厅,58.65,南,简装,无,165,28133,
万达广场(姑苏区),1室2厅,53.32,南,精装,有,150,28133,
新南环新村四组团,2室2厅,73,南,简装,有,184.8,25316,
苏州星健中心,2室1厅,48,东,精装,商电,96.3,20063,
春申景城,2室2厅,83,南 北,精装,有,148,17832,
里河新村（二三四村）,2室1厅,59.3,南,简装,无,136,22935,
山水华庭,2室1厅,80.27,南,精装,有,199,24792,
徐家浜二村,2室1厅,73.48,南,简装,无,187,25450,
宝祥苑,2室2厅,70.34,南,精装,有,145,20615,
漕湖之星,2室2厅,50,南,精装,有,46.5,9300,
惠丰花园二区,2室1厅,70,南,简装,有,145,20715,
东港新村,2室1厅,66,南,精装,无,210,31819,
夏家桥118号,2室1厅,75,南,精装,有,217,28934,
首开玖珑花园,4室2厅,134,南 北,精装,有,355,26493,
明日家园,1室1厅,62.03,南 北,精装,有,146,23537,
旭辉美澜城,2室2厅,78.57,南,毛坯,有,195,24819,
绿地瞰湖生活广场,2室1厅,77,南,毛坯,有,260,33767,
宝祥苑,2室1厅,64.8,南,精装,有,136,20988,
星韵花园一期,2室2厅,71.34,南,精装,有,288,40371,
路劲凤凰城,3室2厅,118,南,精装,有,407,34492,
双联国际,2室1厅,81.91,南,精装,商电,85,10378,
水香一村,2室2厅,56.38,南,精装,无,128,22704,
天虹品上中心,1室1厅,57.31,南 东,精装,2.75元/m3,70,12215,
常发香城湾二期,3室2厅,89,南,精装,有,165,18540,
花溪畔居南区,3室2厅,126,南,精装,有,202,16032,
昆城博奥苑,3室1厅,129,南,精装,有,298,23101,
泰元家园,2室1厅,68,南 北,简装,无,135,19853,
虹锦湾,3室2厅,98,南,毛坯,有,217,22143,
枫景苑A区,2室1厅,75,南,精装,无,107,14267,
保利观湖国际,3室2厅,130.34,南,精装,有,370,28388,
克拉公馆,2室1厅,50.05,南,精装,商电,112.5,22478,
绿地21城D区,2室2厅,77.85,南 北,精装,有,164.5,21131,
万科北宸之光,3室1厅,83,南 北,精装,有,216,26025,
白塘景苑一二期,2室1厅,108.17,南,精装,有,435,40215,
国香雅苑,2室1厅,96,南,精装,无,220,22917,
东港二村,2室1厅,55.3,南,精装,无,200,36167,
小石城6区香樟园,3室1厅,90.35,南,简装,有,212,23465,
漕湖花园五区,2室1厅,91,南,精装,有,133,14616,
花桥裕花园,2室1厅,65.25,南,精装,有,119,18238,
合景峰汇瑜翠园,3室1厅,93,南,精装,暂无数据,162,17420,
海亮长桥府,2室2厅,85.5,南,简装,有,183,21404,
中海独墅岛,4室1厅,143,南,精装,有,475,33217,
新苑村,2室1厅,67.78,南,精装,无,155,22869,
龙之天地,2室2厅,47,南,精装,有,65,13830,
永林新村,3室2厅,107.23,南,精装,无,288,26859,
山湖湾北区,3室2厅,104,南 北,精装,有,325,31250,
康桥丽都,2室2厅,88,南,精装,有,232,26364,
中节能生态岛,4室2厅,125.53,南 北,精装,无,330,26289,
香城花园一区,3室2厅,117,南,精装,无,258,22052,
美之国花园,3室2厅,123,南,精装,无,268,21789,
华强阳光都城花园南区,4室2厅,156,南 东,精装,暂无数据,133,8526,
春申景城,3室1厅,100.46,南,精装,有,185,18416,
韵动汇,3室2厅,115.01,南,精装,有,370,32172,
白塘景苑一二期,5室2厅,198,南,精装,有,820,41415,
锦沧名苑,3室2厅,115.76,南,精装,有,455,39306,
首开国风华府,3室2厅,89.51,南,精装,有,222,24802,
招商公园1872,4室2厅,144,南,精装,有,325,22570,
合景峰汇四期,3室2厅,92.34,南,精装,有,246,26641,
三元三村,3室1厅,76.16,南,精装,无,150,19696,
小石城6区香樟园,3室2厅,89.62,南,精装,有,221,24660,
合景叠翠峰,3室2厅,88.83,南,精装,有,281,31634,
山水映象,3室1厅,86.41,南,简装,无,210,24303,
招商公园1872,3室1厅,98.19,南,精装,有,235,23934,
嘉和丽园,4室2厅,149.3,南 北,精装,有,291,19491,
蕴秀园,3室2厅,102.78,南,精装,无,408,39697,
上海星城花园,2室2厅,86.7,南,精装,无,115,13265,
新城红树湾,3室2厅,86,南,精装,有,205,23838,
路劲凤凰城,3室2厅,120.92,南 北,精装,有,385,31840,
恒基水漾花城,2室2厅,79.28,南,精装,有,205,25858,
康桥丽都,2室2厅,87.16,南,精装,有,228,26159,
阳山花苑六区,2室2厅,61,南,精装,无,121,19837,
胥江新村,2室1厅,57,南 北,精装,无,135,23685,
万枫家园,2室1厅,62.24,南,简装,无,204,32777,
宏葑新村,2室2厅,67,南,精装,无,173,25821,
世茂蝶湖湾,2室2厅,72.4,南,精装,有,112.5,15539,
宝邻苑,2室1厅,57,南 北,毛坯,无,132,23158,
唯锦苑,1室1厅,51,南,简装,有,118,23138,
潼泾新村,2室1厅,52.18,南,精装,无,109,20890,
嘉和丽园,2室1厅,61.3,东,精装,有,122,19903,
越湖名邸,2室2厅,97.54,南,精装,有,213,21838,
华山花园,2室1厅,70,南,精装,暂无数据,116.5,16643,
杨枝一村,2室1厅,66.2,南,简装,无,164,24774,
杨枝三村,2室1厅,62,南,简装,无,153,24678,
万宇名都花园,2室2厅,94.8,南,精装,有,218,22996,
御苑家园B、C区,2室1厅,72,南,简装,有,164,22778,
理想家园,2室2厅,86,南,精装,有,174,20233,
三香新村,2室0厅,47.19,南,简装,无,104,22039,
香堤澜湾,2室2厅,78.56,南,精装,有,204,25968,
古娄一村二区,1室1厅,45,南,精装,无,125,27778,
凯悦大厦,2室2厅,92.3,南,简装,有,145,15710,
置地青湖语城,3室2厅,86,南,毛坯,有,275,31977,
弘阳上湖,4室2厅,133.81,南,精装,有,450,33630,
鑫之苑,3室1厅,87.5,南,精装,有,234,26743,
棕榈湾,3室2厅,105,南,毛坯,有,218.6,20820,
阳光水榭花园,3室2厅,128,南,精装,无,300,23438,
娄门路130号,2室1厅,68.74,南,精装,无,208,30259,
世茂蝶湖湾,2室2厅,79.88,南,毛坯,有,94,11768,
茶风商苑,2室2厅,65,南,精装,有,100,15385,
苏锦二村北区,2室1厅,37.4,南,精装,无,130,34760,
千灯裕花园,2室2厅,81,南,精装,有,107,13210,
三元三村,2室2厅,61.24,南,精装,无,145,23678,
象屿都城,2室1厅,65,南 北,精装,有,143,22000,
首创悦都,2室2厅,81,南,简装,有,132,16297,
绿地21新城,2室1厅,71,南 北,精装,有,124,17465,
绿地21城D区,2室2厅,88,南 北,精装,有,162,18410,
锦绣江南(相城区),2室2厅,92,南,精装,无,199,21631,
北园新村,2室1厅,50.4,南,简装,无,125,24802,
盘溪新村,2室1厅,50.38,南,简装,无,107,21239,
东亭家园,1室1厅,45,南,精装,无,119,26445,
国香雅苑,2室2厅,82.17,南,精装,无,185,22515,
启航社河东,1室1厅,49,南,精装,有,76,15511,
润达新村,2室1厅,64.1,南,精装,无,155,24181,
碧波苑,3室2厅,108,南 北,精装,暂无数据,123,11389,
西塘新村,2室1厅,63,南,精装,无,141.5,22461,
胡家浜,2室1厅,59.2,南,精装,无,139.8,23615,
新城域花园,2室1厅,52,南,精装,有,80,15385,
启航社U世代,3室2厅,81,南,精装,有,169,20865,
三元一村,2室1厅,48.63,南,精装,无,123.8,25458,
水香六村,2室1厅,69.3,东南,简装,无,161,23233,
甲壳虫公寓,1室1厅,46.06,北,精装,有,120,26053,
宝祥苑,2室1厅,79,南,毛坯,有,150,18988,
新苑村,2室1厅,62.64,南,简装,无,145,23149,
伟业迎春城橙家,3室2厅,91.07,南,精装,有,194,21303,
鑫苑国际城市花园(昆山市),2室2厅,89,南,精装,有,134.9,15158,
淞泽家园三区,2室2厅,82.16,南,简装,无,208,25317,
华润凯旋门,3室2厅,120,南,精装,有,315,26250,
木耳场,2室1厅,54.87,南,简装,无,112,20412,
欧风丽苑,2室1厅,57,南,精装,无,160,28071,
星汇兰亭,3室1厅,89,南 北,精装,有,195,21911,
苏江花园,2室2厅,71.92,南,精装,无,210,29200,
中翔商贸城三区,2室1厅,61.14,西,精装,有,108.5,17747,
宏葑新村,2室1厅,63.42,南,精装,无,179,28225,
宏葑新村,2室1厅,64,南,精装,无,205,32032,
彩香一村三区,2室1厅,47.26,南 北,简装,无,106,22430,
维纳阳光花园北区,2室2厅,87,南,精装,有,249,28621,
馨乐花园,2室2厅,65,南 北,精装,无,145,22308,
东四亩田散盘,2室1厅,57,南,精装,无,128,22457,
上郡花园,2室2厅,83.8,南 北,精装,暂无数据,84,10024,
玻纤路新村,2室1厅,55.41,南 北,精装,无,119,21477,
光大花园,3室2厅,103,南,精装,无,189,18350,
凯翔国际广场公寓,1室1厅,62,南,精装,有,90,14517,
里河新村（二三四村）,2室1厅,54.7,南,简装,无,126,23035,
梅亭苑,2室1厅,58,南,精装,无,138,23794,
恒基旭辉城,3室1厅,89.36,南,精装,有,210,23501,
彩香一村五区,1室1厅,42.66,南,精装,无,106,24848,
首开常青藤,4室1厅,146,南,精装,有,398,27261,
绿地滨江雅苑,2室2厅,83.6,南,精装,有,145,17345,
湖滨华城畅意苑,2室1厅,59,南,简装,有,117,19831,
启航社河东,2室1厅,74.9,南,简装,有,129,17223,
九龙仓年华里,3室1厅,98.71,南,精装,有,469,47513,
泰元家园,2室1厅,76,南,简装,无,152,20000,
宏图国际公寓,2室2厅,102,南,毛坯,有,129.9,12736,
首开常青藤,3室1厅,83.52,南,精装,有,230,27539,
新华舍,3室2厅,95.12,南,精装,无,169,17768,
碧波二村,2室2厅,72.43,南,精装,无,172,23748,
滨江汇,3室2厅,87.61,南,简装,有,164,18720,
新狮新苑东区,3室1厅,91.39,南,简装,无,215,23526,
聚元街,1室1厅,42.16,南,精装,有,44,10437,
换新小区,2室2厅,88,南,精装,暂无数据,118,13410,
宜欣富贵广场,2室2厅,56.59,东,毛坯,商电,68,12017,
佳茂缘小区,1室1厅,49.28,南,简装,有,61,12379,
华韵花园,2室1厅,60.9,南,精装,有,150,24631,
鑫苑景园,1室1厅,44,南,精装,有,82,18637,
群星苑四区,1室1厅,53.77,南,精装,有,135,25107,
中海国际社区（七区）,4室2厅,140.38,南,精装,有,660,47016,
石路中心广场,1室1厅,38,南,精装,商电,45,11843,
启航社河东,1室2厅,53,南,简装,有,92,17359,
恒达清水园,4室2厅,127,南,精装,有,419,32993,
三元三村,2室1厅,57.34,南,简装,无,129,22498,
康桥溪岸花园,3室1厅,82,南,精装,有,206,25122,
金之枫花园,3室2厅,119.82,南 北,精装,无,280,23369,
华润城立方,4室2厅,120,南,精装,有,318,26500,
荣盛阳光名邸,3室2厅,111.37,南,精装,有,240,21550,
万达广场(姑苏区),1室1厅,51.72,东,精装,有,151,29196,
九龙仓风华里,3室2厅,101,南,精装,有,470,46535,
西塘新村,2室1厅,57,南,简装,无,125,21930,
清塘新村,1室1厅,45.53,南,简装,无,93.5,20536,
中环酒店公寓,1室1厅,52.3,北,精装,有,54,10326,
中大简界,1室1厅,36.48,南,精装,有,69,18915,
公元壹号,3室2厅,93.5,南,简装,有,170,18182,
建滔裕景园,2室2厅,82,南,毛坯,有,132,16098,
智慧广场,1室1厅,30,北,精装,2.75元/m3,32.5,10834,
鲈乡三村,2室1厅,74,南,简装,暂无数据,130,17568,
油车场4号,2室1厅,54.3,南,简装,无,205,37754,
绿地21新城,2室2厅,71,南,精装,有,130,18310,
合景领峰,2室2厅,43.38,东南,简装,有,81,18673,
华邦中央花园,2室2厅,115,南,精装,有,226.8,19722,
万业湖墅金典,2室2厅,80.3,南,精装,有,220,27398,
鑫苑景园,1室1厅,43.9,南,精装,有,82,18679,
香堤澜湾,2室2厅,72,南,精装,有,197.8,27473,
世茂东壹号,2室2厅,105.78,南,精装,有,180,17017,
越湖家天下,2室2厅,89.44,南,简装,有,215,24039,
三元一村,2室1厅,54.12,南,精装,无,112,20695,
俪珠华庭,2室2厅,84,南,精装,有,164.7,19608,
万科万悦花园,3室2厅,95.13,南,精装,暂无数据,145,15243,
花溪畔居南区,2室2厅,79,南,简装,无,130,16456,
湖沁花园东区,2室1厅,66.2,南,简装,无,150,22659,
九龙仓年华里,3室2厅,98.58,南,精装,有,469,47576,
国基城邦逸墅,2室2厅,75,南,精装,有,130,17334,
万科魅力花园,3室2厅,88,南,精装,有,163,18523,
惠丰花园二区,2室1厅,60,南,精装,无,140,23334,
国际华城,2室2厅,93.3,南,毛坯,无,156,16721,
水墨三十度,2室2厅,96,南,精装,有,393,40938,
湖沁花园西区,2室1厅,66,南,简装,无,153.5,23258,
永林新村,2室1厅,49.04,南,简装,无,135,27529,
格林悦城花园,3室2厅,114.02,南,毛坯,有,199,17454,
木耳场,2室1厅,67,南 北,简装,无,138,20598,
绿地滨江雅苑,2室1厅,88,南,精装,有,138,15682,
玉湖新城花园,2室2厅,77.93,南,精装,无,138,17709,
绿地世纪雅苑,2室2厅,48,西北,精装,2.72元/m3,63,13125,
首开玖珑花园,4室2厅,135,南,精装,有,329.5,24408,
万达广场(姑苏区),1室1厅,53,南,精装,有,158,29812,
森隆满园,2室2厅,84.16,南,毛坯,有,115,13665,
鑫苑湖居世家,3室2厅,97,南,毛坯,有,265.5,27372,
绿地滨江雅苑,2室2厅,89,南 北,精装,有,142,15956,
草鞋湾,3室1厅,85.32,南,精装,无,265,31060,
中旅水泊堂前,2室2厅,68,南,精装,有,139,20442,
里河新村（二三四村）,2室1厅,58.44,南 北,精装,无,149,25497,
虎阜花园东区,2室1厅,66.48,南 北,毛坯,无,185,27828,
白塔东路散盘,2室1厅,62.99,南,精装,无,229.3,36403,
鑫苑景园,2室1厅,71.59,南,简装,无,185,25842,
养蚕里新村,2室1厅,53.03,南,精装,无,220,41486,
新城域花园,2室2厅,86,南 北,精装,有,126.8,14745,
象屿都城怡园,3室2厅,88,南 北,毛坯,有,171.5,19489,
裕花园张浦,1室1厅,69,南 北,简装,有,94,13624,
东港新村,1室1厅,45.9,南,简装,无,133,28977,
新城域花园,2室2厅,79,南,精装,有,110,13925,
东港新村,2室1厅,70.31,南,简装,无,215,30579,
环秀湖花园,3室2厅,86,南,毛坯,有,204,23721,
繁华里,3室2厅,89,南,简装,有,169.5,19045,
新湘苑,2室1厅,52.34,南,精装,无,160,30570,
祥瑞香逸尚城,2室1厅,66,南 北,毛坯,有,115,17425,
北五泾浜20号,3室1厅,70.06,南,简装,无,130,18556,
盘溪新村,3室1厅,70.43,南,精装,无,149,21156,
鼎尚花园(姑苏区),1室1厅,46.67,南,简装,无,128,27427,
花桥裕花园,3室2厅,86,南 北,毛坯,有,165,19187,
合景峰汇十期,2室2厅,47.48,南,简装,商电,65,13690,
万科未来之城,3室2厅,90.3,南 北,精装,暂无数据,153.8,17033,
花桥裕花园,2室1厅,63.36,南,毛坯,有,111.5,17598,
合景睿峰,1室2厅,46,北,精装,有,55,11957,
新城金郡北区,3室2厅,130.4,南,简装,有,245,18789,
康桥丽都,2室2厅,86,南,简装,有,212,24652,
东港新村,2室1厅,62.9,南,简装,无,191,30366,
启航社河西区,2室2厅,71,南,简装,有,119,16761,
水韵花都家园二期,2室2厅,78.73,南,精装,有,220,27944,
世茂蝶湖湾,2室2厅,90.03,南 北,简装,有,124,13774,
赵厍花园B区,2室2厅,87,南,精装,无,179.8,20667,
莲花新村四区,3室2厅,100,南,精装,无,257,25700,
万达华府,2室1厅,79.32,南,精装,有,210,26476,
宝祥苑,2室2厅,81.18,南,毛坯,有,155,19094,
农房英伦尊邸,1室1厅,65,南,毛坯,有,102,15693,
铂金公寓,1室1厅,75,东,精装,有,425,56667,
合景峰汇十期,2室2厅,47,北,精装,商电,61.5,13086,
华府庄园,2室1厅,78.3,南,毛坯,有,127,16220,
南环西路21号,2室1厅,65,南,简装,无,145,22308,
上街,2室1厅,66.8,东南,精装,暂无数据,73,10929,
旭辉美澜城,2室2厅,78.58,南,毛坯,有,202,25707,
金榈湾东区,2室2厅,87,南 北,简装,有,173,19886,
珑庭花园,2室2厅,89.8,南,精装,有,207,23052,
领秀金品花苑,2室1厅,62.3,南 北,毛坯,有,136,21830,
橘郡花园,3室2厅,126,南,精装,有,436,34604,
群星苑一区,2室1厅,69,南,精装,有,195,28261,
吴逸花园,4室2厅,128,南,精装,无,245,19141,
吴越尚院,3室2厅,149.54,南 西 北,精装,有,355,23740,
徐家浜新村,1室1厅,42.9,南,精装,无,118,27506,
佳兆业君汇上品,2室2厅,77,南,毛坯,有,170,22078,
淞泽家园（八区）,2室1厅,79.96,南 北,精装,有,195,24388,
姑苏裕沁庭,2室2厅,90,南,精装,暂无数据,235,26112,
中南世纪城(昆山),2室2厅,84.5,南 北,精装,有,145,17160,
龙隐水庄,2室2厅,70.44,东,毛坯,有,68.5,9725,
舟山花园二区,2室1厅,79.8,南,精装,有,130,16291,
凯悦大厦,2室2厅,93,南,简装,有,138.8,14925,
德敏花园,3室2厅,103.44,南,精装,无,225,21752,
绿地21城D区,2室2厅,87,南,精装,有,167.5,19253,
滨江裕花园,2室1厅,72,南,精装,有,123,17084,
绿地21城A区,2室1厅,87,南,毛坯,有,178,20460,
盛巷花园,2室2厅,83,南,精装,有,114,13735,
恒基水漾花城,2室2厅,78,南,简装,有,180,23077,
禹洲招商拾鲤,3室2厅,88,南 北,毛坯,暂无数据,145,16478,
彩香二村,2室1厅,52.7,南 北,精装,无,126,23909,
锦尚花苑,2室2厅,83,南,毛坯,有,111,13374,
祥瑞香逸尚城,3室2厅,94,南,毛坯,有,162,17235,
榭雨苑,2室1厅,69.63,南,精装,有,280,40213,
水韵花都家园,1室1厅,70.35,南,简装,有,180,25587,
陈巷花园,2室2厅,94,南,简装,有,135,14362,
玉成家园一期,2室1厅,79.66,南 北,精装,有,174,21843,
三元三村,2室2厅,59.79,南,精装,无,135,22580,
大龙港新村,2室1厅,70.8,南,精装,无,169,23871,
绿地21新城,3室2厅,123,南,毛坯,有,200,16261,
新城香溢紫郡二期,3室2厅,80.3,南,精装,有,159.5,19864,
彩香一村一区,2室1厅,67.1,南,精装,无,149,22206,
建滔昇悦居,3室2厅,97,南,毛坯,暂无数据,167,17217,
平江路散盘,2室1厅,32.8,南,精装,暂无数据,125,38110,
玉莲新村,2室2厅,71,南,毛坯,暂无数据,115,16198,
苏豪国际广场,2室1厅,82,南,精装,有,70,8537,
尹山湖韵佳苑,2室1厅,83.86,南,精装,有,251,29931,
嘉宝梦之晨,2室1厅,70,南,毛坯,有,128,18286,
阳澄人家南区,1室1厅,50.25,南,简装,无,111,22090,
家速度公馆,2室1厅,68,南,精装,有,87.4,12853,
北园新村,3室1厅,63.3,南 北,简装,无,165,26067,
古巷二村东区,2室1厅,77.87,南 北,简装,无,165,21190,
凯德都会新峰,2室2厅,89,南 北,精装,有,215,24158,
新庄新村,2室1厅,64.4,南,精装,无,133,20653,
东港新村,2室1厅,64.59,南,精装,无,205,31739,
北园新村,3室0厅,63.44,南,简装,无,166,26167,
三元三村,2室2厅,59.2,南,精装,无,142,23987,
惠宇华庭,1室1厅,64,南,毛坯,有,180,28125,
群星苑五区,2室2厅,90.1,南,精装,有,236.8,26282,
龙隐水庄,2室2厅,79.86,南 北,精装,暂无数据,92,11521,
阳澄花园西区,2室1厅,97,南,简装,无,129,13299,
摩玛自由城,1室1厅,46,南 北,精装,有,30,6522,
万科魅力花园,2室1厅,68,南,简装,有,121,17795,
上君花园临湖壹号,3室2厅,84,南,简装,无,318,37858,
望景华庭,2室1厅,83,南,毛坯,有,101,12169,
心泊梅花苑,2室2厅,83,南 北,毛坯,有,109.5,13193,
阳光城丽景湾,3室2厅,94,南,精装,有,189,20107,
路劲主场二三期,2室2厅,78.9,南,精装,有,304,38530,
世茂東外滩,2室2厅,71,南,简装,有,132,18592,
解放新村,2室1厅,57.8,南,精装,无,139,24049,
国香雅苑,2室2厅,82,南,精装,无,184,22440,
维纳阳光花园北区,2室1厅,55,南,精装,有,169,30728,
新升新苑,2室2厅,74.77,南,精装,无,258,34506,
维纳阳光花园北区,2室2厅,87,南,精装,有,240,27587,
奥林运河湾,3室2厅,86,南,精装,无,183,21280,
长江花园三区,2室1厅,58,南,精装,无,130,22414,
彩虹新村（二区）,3室1厅,66.45,南,简装,无,156,23477,
华山花园,1室2厅,70,南,毛坯,暂无数据,110,15715,
合景峰汇一期,2室2厅,83.39,南,毛坯,有,220,26383,
心泊兰花苑,2室2厅,92.89,南 北,简装,有,119,12811,
丽湾国际,3室2厅,140,南 北,精装,有,232,16572,
中海国际社区（四区）,2室2厅,102,南,精装,有,458,44902,
康锦苑,2室2厅,104,南,精装,有,215,20674,
宏葑新村,2室1厅,68.4,南,精装,无,200,29240,
旭辉华庭,2室1厅,77,南,毛坯,有,180,23377,
和美家园,2室1厅,69.5,南,毛坯,有,135,19425,
鑫苑世家,2室2厅,72,南,简装,有,143,19862,
碧桂园世纪城,3室2厅,94.5,南,精装,有,126,13334,
二郎巷,1室1厅,45,南,精装,无,192.7,42823,
溪东新村三区,2室1厅,58.25,南,简装,无,124,21288,
万科四季风景商业,3室2厅,92.61,南 北,精装,有,195.5,21111,
星光耀商业广场,2室2厅,49,南,精装,2.75元/m3,72,14694,
伊顿花园,3室2厅,150.48,北 南,精装,有,750,49841,
虎阜花园西区,2室1厅,45,东 南,其他,无,136,30223,
锦绣港湾,3室2厅,136,南,精装,有,142,10442,
万科魅力花园,3室2厅,86,南 北,精装,有,155.5,18082,
中航九方城市花园,4室2厅,138,南 北,精装,有,330,23914,
星湖花海,3室2厅,92.23,南,精装,有,215,23312,
森隆蓝波湾,2室2厅,83.93,南,精装,无,116,13822,
星海人家,3室2厅,113.82,南,精装,有,545,47883,
中和新村,3室2厅,92.4,南 北,简装,暂无数据,98,10607,
人民路1690号,2室1厅,51.42,东 西,简装,无,95,18476,
银宏新村,3室2厅,94,南 北,精装,暂无数据,98,10426,
花好月圆,3室2厅,146.13,东,精装,有,275,18819,
雍景湾,2室2厅,136.24,西 南,精装,暂无数据,229,16809,
御花园玫瑰园,4室2厅,143.7,南,精装,有,555,38623,
新城湾语城,3室2厅,105.64,南,精装,有,264,24991,
金龙花园,3室2厅,111.12,南 北,简装,无,455,40947,
舒馨花苑,6室2厅,183,南,精装,无,188,10274,
繁华里,3室2厅,89,南 北,简装,有,180,20225,
保利居上,4室2厅,165,南,精装,有,500,30304,
泰元家园,3室2厅,120,南,精装,无,198,16500,
花溪公馆,3室2厅,124,南 北,精装,有,265,21371,
中海国际社区（二区）,2室2厅,94,南,精装,有,375,39894,
国香雅苑,2室2厅,76,南,精装,无,178,23422,
娄门新村,2室1厅,64.88,南,简装,无,160,24661,
万业湖墅金典,2室1厅,82.77,南,精装,有,220,26580,
翠坊新村,2室1厅,78,南,精装,无,153,19616,
梅亭苑,2室1厅,57.6,南,精装,无,149,25869,
金塘新村,3室1厅,75.59,南,精装,无,156,20638,
葑谊新村南区,3室1厅,82,南,精装,无,258.5,31525,
朗诗太湖绿郡,3室2厅,96.42,南 北,精装,有,259,26862,
嘉和丽园,2室2厅,77.17,南,精装,无,188,24362,
棕榈湾,3室2厅,105,南,毛坯,有,217,20667,
康佳花园四区,2室1厅,63.76,南 北,简装,无,164,25722,
旭辉玺悦,3室2厅,86.31,南,精装,有,202,23405,
中海国际社区（三区）,4室2厅,140.41,南,精装,有,666,47433,
越湖名邸,3室2厅,115.82,南 北,精装,有,256,22104,
尼盛滨江城,3室2厅,88.11,南,精装,有,200,22699,
水香七村,3室2厅,102.87,南,简装,无,207,20123,
金色家园,3室2厅,92,南,精装,无,296,32174,
万科未来之城,3室1厅,85.21,南,毛坯,有,133,15609,
鑫苑湖居世家,3室2厅,95,南,精装,有,275,28948,
花溪公馆,3室2厅,124.44,南,精装,有,269.9,21687,
新城石湖公馆,4室2厅,134.26,南,精装,有,340,25324,
夏桥花园,3室2厅,92.83,南 北,简装,有,125,13466,
新苏安新村,3室2厅,145,南,精装,无,256.8,17711,
花溪畔居南区,3室2厅,99,南,精装,无,160,16162,
龙港村,2室1厅,73.5,南,简装,无,153,20817,
九龙仓碧堤半岛,3室2厅,96.45,南,精装,有,286,29653,
御苑家园B、C区,3室2厅,114.23,南,精装,无,225,19698,
九龙仓年华里,3室2厅,118,南,精装,有,560,47458,
鑫苑世家,4室2厅,125.2,南 北,精装,有,290,23163,
南环西路23号,3室1厅,117.5,南,精装,2.75元/m3,239,20341,
现代花园,3室2厅,140,南,精装,无,190,13572,
顺城名湾,2室2厅,88,南,精装,有,127,14432,
建屋海德公园,3室2厅,97.59,南,精装,有,395,40476,
相门新村,3室1厅,68.05,南,精装,无,211.6,31095,
新城香悦花园,3室2厅,88.11,南 北,精装,有,214,24288,
格林花园,3室2厅,144.5,南,精装,有,413.8,28637,
集善新村,3室2厅,131.88,南,简装,无,169,12815,
民治路散盘,3室1厅,84.5,南,精装,无,298,35267,
四季新家园,4室2厅,152.18,南,精装,无,880,57827,
海亮香榭里,3室2厅,94,南 北,精装,有,276,29362,
康佳花园五区,2室1厅,63,南,精装,无,165,26191,
裕花园张浦,3室2厅,114.8,南 北,精装,有,173,15070,
香城花园一区,3室2厅,115,南,精装,无,252,21914,
枫情佳苑,2室2厅,107,南,毛坯,无,121,11309,
阳光美地花园,3室2厅,127.5,南 北,精装,有,365,28628,
金运花园,3室1厅,128,南,精装,有,236,18438,
水桥花园,2室1厅,113.96,南,简装,有,149,13075,
森隆满园,2室2厅,82,南,简装,有,118,14391,
曹家巷,2室2厅,34.06,南,精装,暂无数据,112,32884,
南山维拉,3室2厅,93,南 北,简装,有,190,20431,
滨江汇,3室2厅,87.07,南,精装,有,165.8,19043,
花溪公馆,3室1厅,130.98,南,简装,有,300,22905,
太阳花园,3室2厅,139.9,南 北,精装,有,215,15369,
三元二村,2室1厅,60.08,南,精装,无,140,23303,
金都安亭家园,4室2厅,154,南,精装,有,298,19351,
东环新村,2室1厅,51.51,南,简装,无,130,25238,
中航樾公馆,4室2厅,127,东南,精装,有,470,37008,
新天地家园南区,3室1厅,91,南,精装,无,285,31319,
象屿都城,3室2厅,86,南 北,精装,有,172,20000,
上海裕花园,3室2厅,93.36,东,精装,有,180,19281,
玉成家园二期,2室2厅,82,南,精装,有,163.8,19976,
山水映象,3室2厅,86.14,南,精装,无,214,24844,
万泾花园,3室2厅,104.74,南,简装,有,188,17950,
康桥丽都,3室2厅,111.18,南,精装,有,258,23206,
新天地家园南区,3室2厅,121.4,南 北,精装,无,268,22076,
景秀苑,2室1厅,78.94,南,精装,无,127.8,16190,
万科北宸之光,3室2厅,84.98,南,精装,有,239,28125,
胜巷新村,2室2厅,87,南,精装,无,138,15863,
御庭苑,3室2厅,103,南 北,精装,无,270,26214,
旭辉苹果乐园,3室2厅,108,南,精装,有,225,20834,
水香一村,3室1厅,86.42,南,精装,无,212,24532,
金科天籁城,3室2厅,100,南,精装,有,250,25000,
华润城立方,3室2厅,95.53,南,精装,有,269,28159,
朗悦湾,3室2厅,99,南,精装,有,182,18384,
万科北宸之光,3室2厅,83.13,南,精装,有,224,26946,
山湖湾南区,3室2厅,100.63,南,简装,有,303,30111,
祥瑞香逸尚城,3室1厅,94,南 北,精装,有,180,19149,
